Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas5018pavarde5018       6.98          5
vardas5019pavarde5019        7.4          6
vardas5020pavarde5020       7.48          6
vardas5023pavarde5023       6.08          6
vardas5024pavarde5024       8.42          7
vardas5026pavarde5026       7.58          7
vardas5027pavarde5027       6.72          5
vardas5028pavarde5028       7.74          6
vardas5033pavarde5033       7.49          7
vardas5034pavarde5034        6.9          6
vardas5036pavarde5036        7.4          6
vardas5037pavarde5037       8.28          9
vardas5038pavarde5038       8.06          5
vardas5039pavarde5039       8.01          5
vardas5040pavarde5040        7.4          6
vardas5041pavarde5041       7.88          7
vardas5042pavarde5042       8.78          8
vardas5044pavarde5044       7.39          7
vardas5047pavarde5047       8.38          8
vardas5048pavarde5048       6.68          3
vardas5052pavarde5052       6.78          4
vardas5053pavarde5053       9.96          9
vardas5054pavarde5054       9.79          7
vardas5055pavarde5055       8.96          6
vardas5059pavarde5059       6.32          8
vardas5066pavarde5066       7.17          8
vardas5067pavarde5067       7.03          5
vardas5070pavarde5070       7.24          4
vardas5072pavarde5072       7.85          7
vardas5073pavarde5073       7.97          8
vardas5074pavarde5074       6.19          3
vardas5077pavarde5077       6.75          7
vardas5078pavarde5078       7.75          7
vardas5079pavarde5079       8.95          8
vardas5080pavarde5080       8.19          7
vardas5081pavarde5081       8.84          8
vardas5082pavarde5082       7.17          5
vardas5083pavarde5083       10.2          9
vardas5085pavarde5085       7.69          7
vardas5086pavarde5086       7.94          8
vardas5087pavarde5087       6.59          4
vardas5088pavarde5088       6.72          7
vardas5089pavarde5089       9.14          9
vardas5090pavarde5090       6.43          4
vardas5091pavarde5091       8.29          7
vardas5092pavarde5092       7.06          5
vardas5093pavarde5093       8.61          8
vardas5094pavarde5094       8.72          9
vardas5095pavarde5095       9.54          9
vardas5096pavarde5096       6.91          3
vardas5098pavarde5098       6.72          6
vardas5099pavarde5099       6.94          7
vardas5100pavarde5100       6.79          6
vardas5101pavarde5101       7.56          7
vardas5102pavarde5102       6.31          5
vardas5104pavarde5104       9.89          9
vardas5105pavarde5105       7.38          6
vardas5106pavarde5106       6.68          5
vardas5107pavarde5107       6.34          6
vardas5110pavarde5110       6.95          7
vardas5112pavarde5112        7.2          7
vardas5113pavarde5113       10.6         10
vardas5114pavarde5114       9.33          8
vardas5115pavarde5115       6.67          5
vardas5116pavarde5116       9.13          8
vardas5117pavarde5117       6.83          4
vardas5119pavarde5119       7.99          7
vardas5121pavarde5121       7.56          6
vardas5122pavarde5122       6.31          5
vardas5125pavarde5125       6.64          6
vardas5126pavarde5126       6.53          4
vardas5127pavarde5127       7.11          5
vardas5128pavarde5128       6.82          6
vardas5129pavarde5129       7.96          9
vardas5130pavarde5130       9.19          7
vardas5131pavarde5131       6.84          5
vardas5132pavarde5132       7.57          7
vardas5133pavarde5133       6.31          4
vardas5134pavarde5134       9.86          9
vardas5135pavarde5135       10.4          9
vardas5136pavarde5136       8.07          4
vardas5137pavarde5137       7.81          6
vardas5138pavarde5138       6.56          5
vardas5139pavarde5139       7.51          8
vardas5140pavarde5140        8.1          7
vardas5142pavarde5142       6.76          6
vardas5143pavarde5143       7.75          7
vardas5144pavarde5144       6.55          6
vardas5145pavarde5145       7.31          7
vardas5146pavarde5146       7.66          6
vardas5147pavarde5147       7.13          5
vardas5148pavarde5148       7.63          6
vardas5150pavarde5150       6.51          4
vardas5152pavarde5152        6.3          5
vardas5153pavarde5153       7.26          8
vardas5154pavarde5154       6.05          5
vardas5155pavarde5155       9.01          9
vardas5156pavarde5156          9          8
vardas5157pavarde5157          6          4
vardas5158pavarde5158        7.4          9
vardas5159pavarde5159       6.88          5
vardas5160pavarde5160       6.98          5
vardas5161pavarde5161          7          6
vardas5162pavarde5162        6.4          5
vardas5163pavarde5163       7.28          6
vardas5164pavarde5164       7.66          5
vardas5165pavarde5165       7.93          8
vardas5166pavarde5166       7.19          7
vardas5168pavarde5168       6.85          6
vardas5170pavarde5170       6.59          6
vardas5172pavarde5172        7.7          8
vardas5173pavarde5173       6.14          6
vardas5174pavarde5174       6.43          5
vardas5176pavarde5176       6.74          6
vardas5177pavarde5177       6.55          4
vardas5178pavarde5178       7.11          6
vardas5179pavarde5179       6.42          5
vardas5180pavarde5180       7.68          7
vardas5181pavarde5181       7.14          6
vardas5182pavarde5182       8.63          9
vardas5183pavarde5183       8.13          5
vardas5184pavarde5184       8.83          8
vardas5185pavarde5185       8.97          7
vardas5186pavarde5186       6.79          4
vardas5187pavarde5187       7.36          5
vardas5193pavarde5193        7.3          9
vardas5194pavarde5194       6.26          4
vardas5196pavarde5196       7.37          5
vardas5197pavarde5197       9.87          9
vardas5198pavarde5198       6.37          3
vardas5201pavarde5201       7.58          9
vardas5204pavarde5204       6.35          5
vardas5205pavarde5205       7.07          6
vardas5206pavarde5206       6.61          5
vardas5209pavarde5209       6.93          6
vardas5210pavarde5210       6.19          6
vardas5211pavarde5211       7.04          6
vardas5213pavarde5213       7.56          8
vardas5214pavarde5214       7.91          7
vardas5215pavarde5215       8.38          6
vardas5217pavarde5217       6.14          4
vardas5218pavarde5218       6.23          5
vardas5220pavarde5220       6.33          4
vardas5221pavarde5221       7.07          7
vardas5222pavarde5222       6.81          4
vardas5225pavarde5225       8.58          9
vardas5226pavarde5226       9.52          7
vardas5227pavarde5227        7.7          6
vardas5228pavarde5228       6.94          5
vardas5229pavarde5229       7.19          6
vardas5230pavarde5230       8.04          7
vardas5231pavarde5231       7.21          5
vardas5232pavarde5232       7.84          6
vardas5233pavarde5233       6.57          5
vardas5236pavarde5236       6.75          4
vardas5239pavarde5239          9          8
vardas5240pavarde5240        6.4          5
vardas5241pavarde5241       7.08          6
vardas5245pavarde5245        7.6          8
vardas5246pavarde5246       7.52          6
vardas5247pavarde5247        8.9          9
vardas5248pavarde5248       7.38          5
vardas5249pavarde5249       8.88          8
vardas5250pavarde5250       6.98          7
vardas5251pavarde5251        7.2          8
vardas5252pavarde5252       8.44          8
vardas5253pavarde5253       7.69          5
vardas5254pavarde5254       6.54          3
vardas5255pavarde5255       7.51          7
vardas5256pavarde5256        6.9          5
vardas5257pavarde5257       7.18          6
vardas5259pavarde5259       7.09          6
vardas5261pavarde5261       6.88          7
vardas5262pavarde5262       6.78          5
vardas5263pavarde5263       6.56          4
vardas5265pavarde5265       7.38          5
vardas5266pavarde5266       7.08          5
vardas5269pavarde5269       8.72          9
vardas5270pavarde5270       6.54          5
vardas5271pavarde5271       9.51          9
vardas5272pavarde5272        8.9          9
vardas5273pavarde5273       7.38          6
vardas5274pavarde5274       9.48          8
vardas5275pavarde5275        9.1          7
vardas5276pavarde5276       8.42          8
vardas5277pavarde5277       9.48         10
vardas5278pavarde5278        6.7          5
vardas5280pavarde5280       7.67          9
vardas5281pavarde5281       8.53          9
vardas5282pavarde5282       6.71          5
vardas5283pavarde5283       6.34          4
vardas5286pavarde5286       7.23          7
vardas5287pavarde5287       8.25          6
vardas5288pavarde5288       7.05          6
vardas5290pavarde5290       6.04          7
vardas5291pavarde5291       8.01          6
vardas5292pavarde5292        7.2          6
vardas5293pavarde5293       7.44          6
vardas5294pavarde5294       6.89          6
vardas5296pavarde5296       7.24          4
vardas5297pavarde5297       7.25          5
vardas5298pavarde5298       7.25          6
vardas5299pavarde5299       9.05          8
vardas5300pavarde5300       6.01          5
vardas5301pavarde5301        7.4          5
vardas5302pavarde5302       6.68          5
vardas5303pavarde5303       6.54          6
vardas5304pavarde5304       7.11          7
vardas5305pavarde5305       6.02          6
vardas5306pavarde5306        7.4          6
vardas5307pavarde5307       6.68          6
vardas5308pavarde5308       7.54          6
vardas5309pavarde5309       7.91          6
vardas5310pavarde5310       9.98          9
vardas5311pavarde5311        7.4          4
vardas5313pavarde5313        6.7          6
vardas5314pavarde5314       6.34          5
vardas5315pavarde5315       7.27          7
vardas5316pavarde5316       7.25          7
vardas5317pavarde5317       7.85          6
vardas5318pavarde5318       7.37          6
vardas5319pavarde5319       7.27          5
vardas5321pavarde5321       7.09          7
vardas5322pavarde5322       6.22          6
vardas5323pavarde5323       8.04          7
vardas5324pavarde5324       8.41          7
vardas5325pavarde5325       9.28          9
vardas5326pavarde5326       7.46          4
vardas5327pavarde5327       6.49          3
vardas5328pavarde5328        6.3          5
vardas5329pavarde5329       7.06          5
vardas5330pavarde5330       8.61          9
vardas5331pavarde5331       9.32          8
vardas5332pavarde5332       6.46          6
vardas5333pavarde5333       6.69          7
vardas5335pavarde5335       6.31          6
vardas5337pavarde5337       7.37          6
vardas5338pavarde5338       7.07          6
vardas5339pavarde5339       7.21          6
vardas5340pavarde5340       7.04          6
vardas5343pavarde5343        6.6          6
vardas5344pavarde5344       6.72          5
vardas5345pavarde5345       9.14          9
vardas5347pavarde5347       8.49          9
vardas5348pavarde5348        8.7          8
vardas5350pavarde5350       7.35          6
